Date,Time Slot,Accelerator,Battlestar Galactica: CYLON,Battlestar Galactica: HUMAN,Canopy Flyer,Dino-Soarin,Enchanted Airways,Jurassic Park Rapids Adventure,"Lights, Camera, Action! Hosted by Steven Spielberg",Magic Potion Spin,Puss In Boots’ Giant Journey,Revenge of the Mummy,Shrek 4-D Adventure,TRANSFORMERS The Ride: The Ultimate 3D Battle,Treasure Hunters
2023-01-11,14:00:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,14:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,15:00:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,15:30:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-11,16:00:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-11,16:30:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-11,17:00:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-12,10:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,10:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,11:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0
2023-01-12,11:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0
2023-01-12,12:00:00,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0
2023-01-12,12:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,13:00:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0
2023-01-12,13:30:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0
2023-01-12,14:00:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0
2023-01-12,14:30:00,5.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,15:00:00,5.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,15:30:00,5.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-12,16:00:00,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0
2023-01-12,16:30:00,5.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0
2023-01-12,17:00:00,3.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0
2023-01-13,10:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,10:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,11:00:00,5.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,11:30:00,5.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,12:00:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-13,12:30:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-13,13:00:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-13,13:30:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-13,14:00:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-13,14:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,15:00:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-13,15:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,16:00:00,3.0,4.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-13,16:30:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-13,17:00:00,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-14,10:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-14,10:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-14,11:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-14,11:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-14,12:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
